Vehicle Type,Pickup Location,Drop Location,Avg VTAT,alvo,hora,dia_semana,mes,periodo_dia,sem_vtat
Bike,New Delhi Railway Station,Vatika Chowk,7.0,1,15,5,6,tarde,0
Auto,Kashmere Gate ISBT,Moti Nagar,6.6,1,17,4,3,tarde,0
Go Sedan,Sadar Bazar Gurgaon,Nehru Place,9.7,1,18,3,6,noite,0
Auto,Mansarovar Park,Ambience Mall,5.9,1,14,0,1,tarde,0
Auto,Noida Sector 62,Narsinghpur,3.2,1,21,1,4,noite,0
Bike,Udyog Vihar,Rajouri Garden,7.2,1,19,6,10,noite,0
Premier Sedan,Jasola,Patel Chowk,6.2,1,8,1,7,manha,0
Bike,Kadarpur,Rajiv Chowk,13.1,1,17,4,7,tarde,0
Bike,Udyog Bhawan,Sushant Lok,11.2,1,18,2,2,noite,0
Premier Sedan,Badarpur,Gurgaon Sector 29,6.6,1,21,3,6,noite,0
Go Mini,Faridabad Sector 15,Lajpat Nagar,8.3,0,21,3,3,noite,1
Go Mini,Basai Dhankot,Samaypur Badli,9.7,0,7,4,9,manha,0
Auto,Kadarpur,Jhilmil,8.5,0,16,1,2,tarde,0
Bike,Kadarpur,Model Town,14.4,1,17,6,7,tarde,0
Go Sedan,Chanakyapuri,Ghitorni Village,14.3,1,15,6,7,tarde,0
Go Mini,Bhiwadi,Kaushambi,12.4,1,19,4,11,noite,0
Premier Sedan,Ghitorni,Jahangirpuri,13.9,1,10,1,2,manha,0
Go Sedan,South Extension,Ardee City,3.7,0,18,6,10,noite,0
Auto,India Gate,Tagore Garden,2.9,1,8,4,11,manha,0
Go Mini,Model Town,Maidan Garhi,10.2,0,13,5,8,tarde,0
Go Sedan,Pitampura,Pulbangash,13.0,1,18,5,9,noite,0
Go Sedan,Meerut,Saket A Block,5.4,1,13,0,4,tarde,0
Go Mini,New Delhi Railway Station,Pataudi Chowk,10.0,0,13,6,3,tarde,0
Go Sedan,Chhatarpur,Ramesh Nagar,5.2,0,7,1,5,manha,0
Go Mini,IIT Delhi,Sarojini Nagar,12.6,1,8,1,4,manha,0
Bike,Saket A Block,IGNOU Road,8.9,0,5,5,8,manha,0
Auto,Civil Lines Gurgaon,Kadarpur,3.2,1,18,0,7,noite,0
Premier Sedan,IMT Manesar,Indraprastha,12.9,1,17,2,11,tarde,0
Go Sedan,Kaushambi,India Gate,8.2,0,11,1,6,manha,0
Go Mini,Lal Quila,Udyog Bhawan,6.3,1,11,1,1,manha,0
Go Sedan,Badarpur,Delhi Gate,8.3,0,21,6,10,noite,1
Go Mini,Civil Lines Gurgaon,Mayur Vihar,10.8,0,7,4,5,manha,0
Bike,Anand Vihar ISBT,Rajouri Garden,7.5,0,18,1,10,noite,0
Go Mini,Kirti Nagar,Mandi House,5.9,0,21,2,4,noite,0
Auto,Patel Chowk,Mehrauli,4.6,0,14,6,3,tarde,0
eBike,Kherki Daula Toll,Pitampura,12.6,1,7,2,12,manha,0
Go Mini,Saidulajab,Sushant Lok,6.5,1,9,3,7,manha,0
Premier Sedan,Paschim Vihar,Dwarka Mor,6.0,1,17,6,12,tarde,0
Go Sedan,Arjangarh,Dilshad Garden,14.5,1,20,4,5,noite,0
Auto,Hero Honda Chowk,Pragati Maidan,8.1,0,15,3,4,tarde,0
Go Sedan,Preet Vihar,Netaji Subhash Place,12.1,1,11,0,9,manha,0
Bike,Jor Bagh,Noida Extension,10.0,0,0,5,2,madrugada,0
Bike,Noida Film City,Samaypur Badli,8.3,0,9,0,12,manha,1
Go Sedan,Mehrauli,Karol Bagh,7.7,0,13,0,3,tarde,0
Auto,Mandi House,Qutub Minar,14.3,1,20,6,12,noite,0
Auto,Adarsh Nagar,India Gate,11.8,0,8,5,10,manha,0
eBike,Kashmere Gate ISBT,Punjabi Bagh,2.4,1,7,5,6,manha,0
Go Mini,Tughlakabad,Mundka,2.0,1,12,3,10,tarde,0
Go Mini,Golf Course Road,Udyog Vihar,5.0,0,10,2,2,manha,0
Bike,Paschim Vihar,Jahangirpuri,13.3,1,23,1,4,madrugada,0
Premier Sedan,Model Town,Subhash Chowk,11.7,1,2,2,3,madrugada,0
Auto,Delhi Gate,Udyog Vihar,5.6,1,20,2,10,noite,0
Premier Sedan,IGI Airport,Adarsh Nagar,9.3,0,19,2,2,noite,0
Premier Sedan,Vinobapuri,Noida Extension,2.1,1,22,4,1,noite,0
Auto,Narsinghpur,INA Market,8.3,0,7,5,2,manha,1
Bike,Botanical Garden,Mayur Vihar,10.2,0,19,3,6,noite,0
Go Mini,Tilak Nagar,Udyog Bhawan,8.3,0,19,1,11,noite,1
Uber XL,Saket A Block,Welcome,6.4,1,9,4,9,manha,0
Bike,Vishwavidyalaya,IIT Delhi,8.7,1,4,5,2,madrugada,0
Go Sedan,Bhiwadi,Nehru Place,8.3,0,10,0,7,manha,1
Go Sedan,Ashok Park Main,Preet Vihar,8.3,0,19,6,4,noite,1
Go Sedan,Kalkaji,Govindpuri,7.2,1,15,3,1,tarde,0
Go Mini,Jor Bagh,Moolchand,8.0,0,13,0,7,tarde,0
Bike,Panchsheel Park,Patel Chowk,11.4,1,9,2,10,manha,0
Auto,AIIMS,Sultanpur,11.9,1,21,5,6,noite,0
Premier Sedan,Madipur,Badshahpur,4.6,1,11,1,1,manha,0
Premier Sedan,Greater Noida,MG Road,8.3,0,6,6,5,manha,1
eBike,Karkarduma,Inderlok,3.3,0,17,6,12,tarde,0
Go Sedan,South Extension,IGNOU Road,13.9,1,18,4,6,noite,0
Bike,Tilak Nagar,Rithala,7.5,0,20,5,6,noite,0
Go Sedan,Jasola,Rohini,3.1,0,8,5,9,manha,0
Bike,Lajpat Nagar,Rohini West,5.5,1,15,4,8,tarde,0
Go Sedan,Akshardham,IGNOU Road,10.1,1,10,4,10,manha,0
Go Mini,Mandi House,Greater Kailash,8.3,0,17,1,1,tarde,1
Auto,Chhatarpur,Qutub Minar,7.1,1,21,6,4,noite,0
Auto,Khandsa,Hauz Khas,7.6,1,18,0,1,noite,0
Bike,Kanhaiya Nagar,Sonipat,4.8,1,9,2,1,manha,0
Go Mini,Ramesh Nagar,Rajouri Garden,8.3,0,16,4,8,tarde,1
Uber XL,Shivaji Park,Subhash Nagar,7.9,0,7,4,2,manha,0
Go Mini,Badshahpur,Kanhaiya Nagar,6.6,0,12,4,2,tarde,0
Go Mini,Moolchand,Chirag Delhi,14.1,1,11,0,7,manha,0
Go Mini,Chandni Chowk,Mayur Vihar,10.8,0,17,0,2,tarde,0
Go Sedan,Ashram,Lal Quila,4.7,1,10,0,11,manha,0
Auto,New Delhi Railway Station,Kanhaiya Nagar,11.6,0,11,4,9,manha,0
Auto,Jhilmil,Noida Sector 18,3.1,1,21,4,12,noite,0
Go Mini,Kanhaiya Nagar,Pulbangash,18.3,0,10,3,9,manha,0
Go Sedan,Kherki Daula Toll,DLF City Court,13.3,1,13,1,5,tarde,0
Auto,Cyber Hub,Sarai Kale Khan,8.3,0,14,5,9,tarde,1
Bike,GTB Nagar,Moolchand,4.0,0,7,6,10,manha,0
Auto,IGNOU Road,Barakhamba Road,2.4,1,11,0,4,manha,0
Go Mini,Gurgaon Sector 29,Paharganj,10.5,0,8,0,9,manha,0
Go Mini,Udyog Vihar,IFFCO Chowk,5.6,1,11,1,9,manha,0
eBike,Cyber Hub,Dilshad Garden,3.0,1,10,6,11,manha,0
Go Sedan,Pulbangash,Bhiwadi,14.6,1,7,3,8,manha,0
Go Sedan,Patel Chowk,Pitampura,13.2,1,11,3,6,manha,0
Go Sedan,IGI Airport,Maidan Garhi,13.9,1,8,0,3,manha,0
Auto,Arjangarh,Punjabi Bagh,11.8,0,19,4,6,noite,0
Go Mini,Noida Sector 62,Keshav Puram,10.6,1,7,4,10,manha,0
Auto,DLF Phase 3,Nehru Place,5.5,0,10,2,4,manha,0
Go Mini,Hauz Rani,Kashmere Gate ISBT,3.5,0,15,5,6,tarde,0
Bike,Pitampura,Ambience Mall,2.3,1,10,5,4,manha,0
Auto,Shastri Park,DLF Phase 3,8.8,1,16,1,9,tarde,0
Auto,Seelampur,Gurgaon Sector 56,8.1,1,16,2,4,tarde,0
Premier Sedan,Inderlok,Anand Vihar,14.2,1,15,0,1,tarde,0
Go Sedan,Vinobapuri,Moolchand,6.4,1,16,4,12,tarde,0
Auto,Mayur Vihar,Golf Course Road,4.1,0,16,0,1,tarde,0
Go Mini,Vaishali,Khan Market,2.4,1,21,0,1,noite,0
Go Mini,Mansarovar Park,Mehrauli,10.2,1,9,2,6,manha,0
Bike,Gurgaon Sector 56,Kanhaiya Nagar,8.5,0,14,2,6,tarde,0
Auto,Pragati Maidan,Shivaji Park,9.7,1,10,5,5,manha,0
Auto,Kalkaji,New Colony,12.0,1,16,2,6,tarde,0
Go Sedan,Paharganj,Jasola,8.8,0,16,1,6,tarde,0
Go Mini,Tilak Nagar,Ghitorni Village,7.2,1,14,0,12,tarde,0
Auto,Noida Sector 62,Ghitorni Village,9.8,0,15,2,1,tarde,0
Auto,Okhla,Yamuna Bank,7.6,1,21,6,10,noite,0
Auto,Shivaji Park,Ghitorni Village,7.7,1,14,5,12,tarde,0
Bike,Lal Quila,Khan Market,5.3,0,20,2,4,noite,0
Auto,Jama Masjid,Chandni Chowk,7.2,0,17,1,4,tarde,0
Go Mini,Mundka,Arjangarh,8.3,0,18,0,4,noite,1
Premier Sedan,Saket,Rajiv Chowk,14.4,1,16,3,6,tarde,0
Auto,Kherki Daula Toll,Akshardham,10.8,1,22,6,4,noite,0
Bike,Rajiv Nagar,Kherki Daula Toll,10.9,0,23,4,6,madrugada,0
Bike,Vidhan Sabha,Adarsh Nagar,6.0,1,6,0,6,manha,0
Go Mini,Mundka,Bhikaji Cama Place,12.7,1,7,6,12,manha,0
Go Sedan,Subhash Nagar,Connaught Place,8.6,1,17,0,2,tarde,0
Auto,Greater Noida,Kaushambi,6.1,0,18,0,1,noite,0
Go Sedan,Ardee City,Nirman Vihar,6.9,1,14,2,3,tarde,0
eBike,Tughlakabad,Adarsh Nagar,5.8,0,16,6,2,tarde,0
Go Mini,Hauz Khas,Ardee City,13.6,1,18,5,6,noite,0
Bike,Green Park,Khan Market,11.5,0,15,5,6,tarde,0
Go Mini,Gurgaon Railway Station,Laxmi Nagar,12.7,1,14,0,8,tarde,0
Auto,IFFCO Chowk,Delhi Gate,2.9,1,18,2,4,noite,0
eBike,Karkarduma,Gurgaon Railway Station,2.1,1,8,5,7,manha,0
Premier Sedan,Raj Nagar Extension,Gurgaon Sector 29,6.5,0,11,2,1,manha,0
Auto,Rohini West,Rajiv Nagar,4.8,1,19,6,2,noite,0
Auto,Ardee City,Indraprastha,8.4,0,14,6,7,tarde,0
Go Mini,South Extension,Bhiwadi,14.4,1,16,5,9,tarde,0
Auto,Punjabi Bagh,Golf Course Road,6.0,1,17,3,1,tarde,0
Go Sedan,Old Gurgaon,Pitampura,4.9,1,14,5,12,tarde,0
Auto,Shastri Park,Laxmi Nagar,8.1,0,10,2,2,manha,0
Premier Sedan,Kirti Nagar,Mehrauli,4.4,1,12,0,8,tarde,0
Go Sedan,Panipat,Peeragarhi,8.2,1,11,5,5,manha,0
Go Mini,Udyog Vihar Phase 4,Laxmi Nagar,7.1,1,20,2,5,noite,0
Bike,Rajiv Nagar,Moti Nagar,11.4,0,16,4,12,tarde,0
Auto,Gurgaon Sector 29,Udyog Vihar Phase 4,7.0,1,16,5,4,tarde,0
Premier Sedan,Jahangirpuri,Mansarovar Park,13.3,1,10,4,7,manha,0
Premier Sedan,Noida Film City,Ashram,2.9,0,13,3,9,tarde,0
Go Sedan,Malviya Nagar,Rohini,7.0,1,13,6,5,tarde,0
Auto,Huda City Centre,Tis Hazari,11.7,1,21,5,12,noite,0
Auto,Sikanderpur,Indraprastha,11.4,0,9,1,2,manha,0
eBike,Kanhaiya Nagar,Kirti Nagar,8.2,1,12,5,8,tarde,0
Auto,Rajiv Nagar,Sultanpur,14.7,1,18,6,10,noite,0
Go Sedan,Rajiv Nagar,Ashok Park Main,13.8,1,9,1,4,manha,0
eBike,IGNOU Road,GTB Nagar,7.3,1,7,4,3,manha,0
Premier Sedan,Hero Honda Chowk,Palam Vihar,10.1,1,17,4,10,tarde,0
Premier Sedan,Ashok Park Main,Mayur Vihar,5.8,1,7,4,6,manha,0
Auto,ITO,Maidan Garhi,10.5,0,15,4,7,tarde,0
Auto,Paschim Vihar,Nirman Vihar,4.6,1,20,3,7,noite,0
Go Sedan,Shastri Park,Ashram,13.4,1,12,2,6,tarde,0
Go Sedan,Rohini,Shahdara,7.0,1,19,1,10,noite,0
eBike,Gurgaon Sector 29,Udyog Vihar,12.0,1,11,6,4,manha,0
Go Mini,Nirman Vihar,Jasola,8.9,0,17,3,7,tarde,0
Go Mini,Central Secretariat,Vidhan Sabha,14.6,1,10,3,7,manha,0
Auto,Lal Quila,Kaushambi,3.0,0,17,0,11,tarde,0
Go Mini,Rithala,Nehru Place,8.4,0,13,5,3,tarde,0
Premier Sedan,Nehru Place,INA Market,7.4,1,21,5,8,noite,0
Auto,AIIMS,IGNOU Road,13.1,1,20,1,10,noite,0
Auto,Pragati Maidan,Saidulajab,12.7,1,10,4,7,manha,0
Premier Sedan,Inderlok,IFFCO Chowk,13.4,1,21,0,4,noite,0
Go Sedan,Greater Noida,Ashram,4.0,1,16,1,9,tarde,0
Go Mini,South Extension,Tilak Nagar,6.8,0,23,2,1,madrugada,0
Go Mini,Central Secretariat,Chanakyapuri,3.8,1,17,2,9,tarde,0
Premier Sedan,Cyber Hub,Rithala,14.1,1,19,1,4,noite,0
Go Mini,Jama Masjid,Ghitorni Village,8.8,1,11,0,11,manha,0
Go Mini,Udyog Vihar,New Colony,8.3,0,12,3,8,tarde,1
Go Sedan,Botanical Garden,Paharganj,13.0,1,20,1,10,noite,0
Auto,Hauz Rani,Botanical Garden,7.8,0,22,6,11,noite,0
Go Mini,DLF City Court,Vasant Kunj,5.2,0,10,5,11,manha,0
Go Mini,Inderlok,Saket,7.1,0,13,1,12,tarde,0
Auto,Chanakyapuri,Ghitorni,3.3,0,15,2,11,tarde,0
Go Mini,Welcome,Rajiv Nagar,3.1,1,8,5,6,manha,0
eBike,Faridabad Sector 15,Ashok Park Main,8.3,0,17,2,10,tarde,1
Go Mini,AIIMS,Ghaziabad,5.8,1,19,6,1,noite,0
Uber XL,Janakpuri,AIIMS,9.3,1,19,4,9,noite,0
Premier Sedan,DLF Phase 3,MG Road,9.3,1,19,6,12,noite,0
Bike,Subhash Nagar,Kadarpur,12.5,1,20,0,1,noite,0
Bike,South Extension,Okhla,3.1,0,22,6,1,noite,0
Auto,Rohini East,Noida Sector 62,14.8,1,20,1,11,noite,0
Auto,Hauz Khas,Karkarduma,4.3,0,7,3,12,manha,0
eBike,Patel Chowk,Mansarovar Park,14.1,1,6,2,3,manha,0
eBike,ITO,Greater Noida,2.0,1,13,4,8,tarde,0
Bike,INA Market,Ardee City,4.7,0,15,1,1,tarde,0
Go Mini,Karkarduma,Vidhan Sabha,7.6,1,12,3,5,tarde,0
Go Mini,Shastri Park,Badarpur,5.2,0,10,2,6,manha,0
Premier Sedan,IFFCO Chowk,Ashok Vihar,11.4,1,19,4,5,noite,0
Go Mini,Mayur Vihar,Pulbangash,4.9,1,20,0,6,noite,0
Bike,Kalkaji,Sultanpur,9.0,0,9,2,6,manha,0
Bike,Indirapuram,Ghitorni,11.3,1,10,2,12,manha,0
Go Mini,Huda City Centre,Ghaziabad,9.4,1,11,6,1,manha,0
Auto,Cyber Hub,Connaught Place,9.8,1,13,2,9,tarde,0
Auto,Jor Bagh,Ghitorni,3.7,0,21,4,10,noite,0
Auto,Ashok Park Main,Tughlakabad,5.7,0,15,5,10,tarde,0
eBike,Model Town,Anand Vihar,5.4,1,15,2,9,tarde,0
Uber XL,Kashmere Gate ISBT,Akshardham,8.0,1,17,6,12,tarde,0
eBike,Rajiv Nagar,Barakhamba Road,4.0,1,7,5,8,manha,0
Auto,Gurgaon Railway Station,Tis Hazari,12.4,1,21,6,12,noite,0
Auto,Gwal Pahari,IIT Delhi,13.3,1,8,1,12,manha,0
Premier Sedan,DLF Phase 3,Okhla,6.8,0,12,4,1,tarde,0
Auto,IGI Airport,Meerut,6.5,1,18,5,11,noite,0
Go Mini,MG Road,Rohini,2.3,1,14,2,5,tarde,0
Auto,Pitampura,Pataudi Chowk,3.3,1,6,5,11,manha,0
Auto,Adarsh Nagar,Gurgaon Railway Station,19.1,0,12,4,7,tarde,0
Go Sedan,Jor Bagh,Sikanderpur,8.9,1,7,6,12,manha,0
Go Sedan,Jahangirpuri,Kanhaiya Nagar,8.3,0,19,2,9,noite,1
Go Mini,Tis Hazari,Samaypur Badli,13.7,1,21,5,3,noite,0
Bike,Palam Vihar,Maidan Garhi,5.1,1,9,6,5,manha,0
Bike,GTB Nagar,Gwal Pahari,5.7,1,16,3,10,tarde,0
Bike,Huda City Centre,Manesar,15.0,1,16,0,3,tarde,0
Premier Sedan,Chhatarpur,Jasola,5.1,0,19,0,11,noite,0
Auto,INA Market,Akshardham,3.6,1,21,4,3,noite,0
Premier Sedan,AIIMS,Kalkaji,8.2,1,13,3,10,tarde,0
Bike,Nawada,Bhikaji Cama Place,11.4,0,17,0,12,tarde,0
Premier Sedan,GTB Nagar,DLF Phase 3,13.0,1,12,0,4,tarde,0
Bike,Lajpat Nagar,Nirman Vihar,7.8,1,9,0,10,manha,0
Auto,Sarojini Nagar,Indirapuram,12.8,1,16,5,3,tarde,0
Go Sedan,Azadpur,Green Park,11.3,0,14,0,2,tarde,0
Bike,Ambience Mall,Punjabi Bagh,4.9,0,8,3,7,manha,0
Auto,Tilak Nagar,Noida Extension,4.1,1,21,6,4,noite,0
Go Mini,Mehrauli,Udyog Bhawan,7.5,1,20,5,10,noite,0
Premier Sedan,Central Secretariat,Udyog Vihar Phase 4,8.9,1,9,3,4,manha,0
Go Sedan,Chanakyapuri,AIIMS,5.2,1,19,3,4,noite,0
Premier Sedan,Gurgaon Sector 56,Noida Sector 18,8.8,0,7,6,12,manha,0
Bike,Hero Honda Chowk,Sushant Lok,3.2,1,18,0,4,noite,0
Bike,Peeragarhi,Patel Chowk,3.8,0,16,6,11,tarde,0
Go Mini,GTB Nagar,Noida Film City,13.2,1,19,2,7,noite,0
Go Mini,Khandsa,Mundka,4.2,0,10,1,10,manha,0
Auto,Mayur Vihar,Karol Bagh,11.2,1,13,3,12,tarde,0
Go Mini,Indraprastha,Kirti Nagar,9.4,1,13,1,5,tarde,0
Premier Sedan,Peeragarhi,Punjabi Bagh,5.4,0,6,4,2,manha,0
Go Sedan,Inderlok,Botanical Garden,5.6,1,16,6,9,tarde,0
Go Sedan,Sushant Lok,Barakhamba Road,15.0,0,21,3,11,noite,0
Auto,Mandi House,Vaishali,8.9,1,6,1,11,manha,0
Go Mini,Udyog Vihar Phase 4,Kanhaiya Nagar,10.1,1,19,6,11,noite,0
Bike,Noida Extension,Gurgaon Sector 56,8.7,0,14,3,8,tarde,0
Go Mini,Pataudi Chowk,New Delhi Railway Station,11.9,0,19,0,2,noite,0
Go Sedan,Jasola,Vidhan Sabha,3.9,0,18,6,9,noite,0
Premier Sedan,Lajpat Nagar,Karol Bagh,7.6,0,22,0,7,noite,0
Auto,Gurgaon Sector 29,Rajouri Garden,10.9,1,19,0,11,noite,0
Auto,Welcome,Rajouri Garden,4.8,0,17,6,9,tarde,0
eBike,Vatika Chowk,Malviya Nagar,13.4,1,22,2,11,noite,0
Bike,Inderlok,Lok Kalyan Marg,14.2,1,20,3,3,noite,0
Go Mini,Rohini East,IGI Airport,7.7,1,18,2,7,noite,0
Uber XL,GTB Nagar,Kaushambi,13.3,1,6,3,9,manha,0
Go Sedan,Kalkaji,Nehru Place,3.5,0,19,4,6,noite,0
Bike,Lok Kalyan Marg,Mansarovar Park,10.6,1,7,3,2,manha,0
Go Mini,Faridabad Sector 15,Rajiv Chowk,5.5,1,9,6,12,manha,0
Auto,Uttam Nagar,MG Road,8.6,1,3,1,11,madrugada,0
Auto,Mundka,Shivaji Park,8.1,1,19,4,10,noite,0
Auto,South Extension,New Delhi Railway Station,3.2,1,17,4,9,tarde,0
Auto,Golf Course Road,Gurgaon Sector 29,10.2,0,10,5,1,manha,0
Premier Sedan,Greater Kailash,Sohna Road,8.4,1,13,2,10,tarde,0
Bike,Lal Quila,Subhash Nagar,5.6,0,16,3,7,tarde,0
Auto,Patel Chowk,Ashram,9.8,1,2,2,6,madrugada,0
Go Sedan,Model Town,New Colony,3.0,0,4,0,4,madrugada,0
Bike,Meerut,Badshahpur,9.5,0,10,5,3,manha,0
Bike,Udyog Vihar,Saket A Block,7.2,1,15,1,11,tarde,0
Auto,Narsinghpur,Meerut,7.7,1,14,0,6,tarde,0
Bike,Keshav Puram,Lal Quila,15.5,0,9,3,3,manha,0
Auto,Kanhaiya Nagar,Anand Vihar ISBT,4.4,0,16,4,3,tarde,0
Auto,Panipat,Ardee City,5.2,1,11,1,7,manha,0
Go Sedan,Greater Kailash,Model Town,13.7,1,6,4,11,manha,0
Go Mini,Kashmere Gate,Lajpat Nagar,11.3,1,17,5,2,tarde,0
Auto,Subhash Chowk,Qutub Minar,8.6,1,2,4,5,madrugada,0
eBike,Lok Kalyan Marg,Madipur,9.8,0,12,6,8,tarde,0
Premier Sedan,Karol Bagh,Barakhamba Road,6.8,1,18,6,8,noite,0
Bike,Sikanderpur,DLF Phase 3,5.7,0,19,6,8,noite,0
Premier Sedan,Subhash Chowk,Tis Hazari,8.9,0,8,3,1,manha,0
eBike,Netaji Subhash Place,Nehru Place,10.3,1,12,1,1,tarde,0
Bike,Inderlok,Noida Film City,10.7,0,16,3,12,tarde,0
Bike,Mehrauli,Rajiv Chowk,5.9,0,16,5,6,tarde,0
Premier Sedan,Shivaji Park,New Delhi Railway Station,3.6,1,22,6,9,noite,0
Premier Sedan,Connaught Place,Rajiv Chowk,6.1,1,14,4,7,tarde,0
Bike,Tagore Garden,Laxmi Nagar,6.5,0,17,2,7,tarde,0
Go Mini,Akshardham,Shastri Nagar,10.5,1,12,3,12,tarde,0
Auto,Shahdara,Pitampura,10.6,1,10,5,4,manha,0
Auto,Khandsa,Rohini,3.5,0,20,3,5,noite,0
Go Sedan,Ambience Mall,Ashok Vihar,8.3,0,20,6,5,noite,1
Go Mini,Khandsa,Rajouri Garden,13.7,1,6,4,6,manha,0
Bike,Botanical Garden,Patel Chowk,7.6,1,15,5,10,tarde,0
Bike,Maidan Garhi,Dilshad Garden,3.0,0,5,6,4,manha,0
Auto,Uttam Nagar,Dwarka Sector 21,13.1,1,0,0,7,madrugada,0
Uber XL,Bhiwadi,DLF City Court,4.6,1,21,4,9,noite,0
Auto,Jasola,Saket A Block,7.3,1,13,2,7,tarde,0
Bike,DLF Phase 3,Anand Vihar,9.7,1,21,5,3,noite,0
Go Mini,Aya Nagar,Samaypur Badli,14.5,1,19,2,4,noite,0
Go Sedan,Narsinghpur,Preet Vihar,5.8,0,8,3,2,manha,0
Go Mini,Keshav Puram,Seelampur,3.6,1,17,6,7,tarde,0
Go Mini,Kadarpur,INA Market,10.6,0,9,5,12,manha,0
eBike,Nehru Place,Lok Kalyan Marg,8.3,0,17,3,1,tarde,1
Auto,Ashok Vihar,Tagore Garden,9.8,1,10,0,9,manha,0
Bike,Peeragarhi,Keshav Puram,15.2,0,12,2,12,tarde,0
Go Sedan,Pitampura,INA Market,13.4,1,17,3,8,tarde,0
Auto,Pataudi Chowk,Dilshad Garden,9.2,1,10,4,4,manha,0
Bike,IGI Airport,Tughlakabad,11.2,1,18,0,7,noite,0
Auto,Govindpuri,Pitampura,11.6,1,22,2,6,noite,0
Premier Sedan,Punjabi Bagh,Gwal Pahari,7.1,1,15,5,3,tarde,0
Auto,Green Park,Saket,15.0,1,6,2,4,manha,0
Auto,Dilshad Garden,Mehrauli,2.6,1,14,5,9,tarde,0
Bike,Basai Dhankot,Janakpuri,12.7,1,16,1,9,tarde,0
Go Mini,Khandsa,Indraprastha,4.6,1,10,2,7,manha,0
Go Mini,Welcome,Saket,5.9,0,13,2,3,tarde,0
Premier Sedan,Udyog Bhawan,Adarsh Nagar,10.5,0,9,3,11,manha,0
Premier Sedan,Chhatarpur,Pitampura,12.6,1,16,3,4,tarde,0
eBike,Ashok Vihar,Jama Masjid,8.9,0,21,4,10,noite,0
Premier Sedan,Malviya Nagar,Hauz Khas,6.5,1,10,0,1,manha,0
Go Mini,Chhatarpur,Jasola,11.3,0,13,3,5,tarde,0
Premier Sedan,Akshardham,Rajiv Nagar,11.8,0,20,4,4,noite,0
Bike,Jama Masjid,Nawada,13.0,1,13,2,3,tarde,0
Bike,Meerut,Anand Vihar,8.1,1,14,4,6,tarde,0
Premier Sedan,Tilak Nagar,Ghaziabad,4.6,1,10,6,12,manha,0
Uber XL,Panipat,Preet Vihar,4.5,1,11,1,6,manha,0
Auto,Badarpur,Hero Honda Chowk,6.0,1,23,1,2,madrugada,0
Go Sedan,Lal Quila,Sultanpur,4.9,0,18,2,10,noite,0
Bike,Mansarovar Park,Sarojini Nagar,9.4,1,19,5,5,noite,0
Bike,Udyog Vihar,Indraprastha,11.9,1,16,2,8,tarde,0
Go Sedan,New Colony,Rohini West,4.5,1,15,2,6,tarde,0
Auto,Shivaji Park,Jama Masjid,5.9,0,9,5,2,manha,0
Auto,Karkarduma,Palam Vihar,10.6,1,10,2,12,manha,0
Auto,Khan Market,ITO,4.4,1,12,6,9,tarde,0
Go Mini,Kaushambi,Vatika Chowk,11.7,1,22,1,8,noite,0
Go Mini,Sarai Kale Khan,Bhiwadi,4.0,1,21,6,12,noite,0
Auto,Keshav Puram,Jahangirpuri,5.3,1,16,2,10,tarde,0
Go Mini,Malviya Nagar,Rithala,5.2,1,10,0,3,manha,0
Uber XL,Rohini East,Saket,9.7,0,21,3,12,noite,0
Go Mini,Subhash Chowk,Moolchand,11.1,1,7,6,9,manha,0
eBike,Connaught Place,Paschim Vihar,10.9,1,21,3,1,noite,0
eBike,Jor Bagh,Udyog Vihar Phase 4,2.8,0,18,2,7,noite,0
Premier Sedan,IMT Manesar,Shastri Nagar,8.7,1,11,3,10,manha,0
Go Mini,Laxmi Nagar,Ghaziabad,3.9,1,17,5,3,tarde,0
Auto,Sadar Bazar Gurgaon,Central Secretariat,6.5,0,21,4,8,noite,0
Bike,Kadarpur,Munirka,5.7,0,17,1,3,tarde,0
Go Sedan,Moolchand,Chandni Chowk,4.5,1,3,4,10,madrugada,0
Auto,Sultanpur,Sarojini Nagar,9.9,1,13,2,1,tarde,0
Auto,Uttam Nagar,Dwarka Mor,7.8,1,7,0,3,manha,0
eBike,Seelampur,Sarojini Nagar,11.9,1,7,4,4,manha,0
Go Mini,Dwarka Mor,Moolchand,14.6,1,16,4,9,tarde,0
Premier Sedan,Udyog Bhawan,Central Secretariat,3.8,0,9,5,5,manha,0
Auto,Udyog Vihar,Sarai Kale Khan,8.3,0,18,0,3,noite,1
Auto,Gurgaon Railway Station,Vishwavidyalaya,7.3,1,10,3,3,manha,0
eBike,AIIMS,Vishwavidyalaya,7.5,1,11,5,3,manha,0
eBike,Vasant Kunj,Gurgaon Sector 56,8.3,0,10,2,7,manha,1
Auto,Moolchand,Lal Quila,8.8,0,16,4,10,tarde,0
Bike,Khandsa,Vatika Chowk,11.6,1,16,5,2,tarde,0
Auto,AIIMS,Lal Quila,5.7,1,10,0,9,manha,0
Go Sedan,Raj Nagar Extension,Vinobapuri,8.0,1,18,6,7,noite,0
Go Mini,Uttam Nagar,Greater Noida,8.3,0,7,6,2,manha,1
Go Mini,Hauz Rani,Karkarduma,11.3,0,12,6,3,tarde,0
Go Mini,Adarsh Nagar,Lok Kalyan Marg,10.1,1,19,6,12,noite,0
